,class
23545,0
41574,0
117061,0
18529,0
34621,0
14080,0
111387,0
128692,0
20175,0
58205,0
42189,0
58419,0
59299,0
115186,0
34351,0
28294,0
136276,0
12034,0
7643,0
8930,0
75078,0
27729,0
128727,0
5420,0
136129,0
2209,0
51011,0
42576,0
122984,0
47871,0
50049,0
112690,0
15174,0
438,0
119320,0
138911,0
94583,0
32015,0
65500,0
38322,0
109552,0
111858,0
82861,1
55504,0
15992,0
94671,0
68812,0
54361,0
82322,0
23308,1
10416,0
43501,0
74378,1
69708,0
72850,0
145502,0
132976,0
71564,0
44533,0
51535,0
104035,0
20185,0
127596,0
138319,0
99972,0
24428,0
119563,0
126131,0
78429,1
61289,0
115150,0
123223,0
16375,0
148261,0
80035,1
19735,0
136150,0
4997,0
39173,0
100254,0
45977,0
43274,1
56626,0
124060,0
129444,0
93137,0
145862,1
36613,0
114945,0
52240,0
97166,0
44780,0
13679,0
131917,0
6633,0
6228,0
92709,0
90374,1
77019,0
133020,0
21171,0
3160,0
116892,0
50213,0
79158,0
96325,0
118966,0
65634,0
69472,0
14701,0
57840,0
112443,0
131704,0
125946,0
74685,0
59291,0
72355,0
23803,0
10446,0
113934,0
46221,0
90661,0
17920,0
115472,0
76458,1
135153,0
143962,0
134466,0
57806,0
46654,0
89830,1
54407,0
72605,0
76410,0
116990,0
130329,0
90317,0
120381,0
15735,0
25481,0
75544,0
11025,0
112425,0
63479,0
69101,0
114507,0
114197,1
31808,0
82360,0
94351,0
29406,0
85524,0
117775,0
72004,0
21752,0
145570,0
125000,0
125842,0
143337,0
76262,0
130859,0
132978,0
36573,0
23237,0
34306,1
48283,0
90412,0
120029,0
149390,0
40257,0
9566,0
24028,0
61981,0
68863,0
26379,0
10886,0
126026,0
58914,0
100024,0
24803,0
81279,0
98460,0
127100,0
76736,0
58178,0
136389,0
1276,0
84278,0
38959,0
93599,0
15723,0
9746,0
78759,0
111650,0
127239,0
54984,0
102035,0
41723,0
94497,0
90300,0
131312,0
122626,0
119142,0
132979,1
91074,1
119650,0
131033,0
12238,0
120142,0
123285,1
42695,0
13436,0
129059,1
123692,0
120560,0
83926,0
109481,0
9938,0
127506,0
142124,1
28506,0
125723,0
107618,0
8757,0
119752,0
13430,0
78701,0
17221,0
58934,0
90335,0
23143,0
28572,0
150597,0
6299,0
136717,0
108098,0
115274,0
72911,0
136364,0
82691,0
87942,0
94982,1
116154,0
68368,0
39339,0
120378,0
45785,0
13897,0
98322,0
55883,0
105097,0
118330,0
96966,1
18823,0
53938,0
57311,0
92116,0
105807,0
118308,0
52841,0
89589,1
106732,0
13341,0
12360,1
18573,0
125440,0
131210,0
84298,0
124708,0
36878,0
11885,0
125085,0
123218,0
112386,0
101538,0
110478,0
56980,1
19764,0
37996,0
114542,0
102227,0
785,0
130230,0
136630,0
104319,0
38268,0
63475,0
53461,0
45317,0
105054,0
99608,0
46224,1
88998,0
119504,0
20513,0
104421,0
113647,1
63339,1
100552,0
20941,0
97722,0
18597,1
136563,0
116976,0
68849,1
100570,1
140931,0
15757,0
48987,0
95200,0
90299,0
8704,0
128475,0
7637,0
11244,0
104029,0
66202,0
16228,0
33497,0
21269,0
40827,0
24608,1
45846,1
141933,0
122463,0
50036,0
108921,0
3048,0
126336,0
55648,0
136550,0
110839,0
70943,0
44672,0
13175,0
140337,0
13196,0
57969,1
118176,0
56137,0
128023,0
17968,0
85608,0
131533,1
121349,0
132649,0
132034,0
105822,0
12271,0
60524,0
7788,0
41648,0
64464,0
106832,0
95344,0
59460,0
120026,0
102920,0
35444,0
94749,0
70587,0
146610,0
121160,0
15299,0
136959,0
41104,1
132190,0
142263,1
80557,0
12989,0
68045,0
116450,0
135317,0
59746,0
116400,0
136894,0
59147,1
144505,0
90433,0
115246,0
447,0
49728,0
32634,0
127687,0
72490,0
5516,0
13271,0
16844,0
5768,1
96930,0
97056,0
109490,0
46032,0
149942,0
80108,0
79589,0
8427,0
86930,0
22539,0
48419,0
147039,0
85945,1
81179,0
118138,0
125505,0
77513,0
94681,0
149951,0
62429,0
114950,0
146591,0
4207,1
29543,0
69023,0
57678,0
104315,0
33046,0
32202,0
128906,0
57605,0
22028,0
6726,0
102130,0
2365,0
72697,0
64373,0
17408,0
37607,1
88286,0
33564,0
40160,0
90958,0
128730,0
22423,0
113574,0
79389,0
127951,0
122988,0
40356,0
96018,0
82976,0
103729,0
108804,0
2622,0
3012,0
105270,0
1513,0
131972,0
69354,1
133185,0
13488,0
97470,0
97718,0
17237,0
21140,0
82140,0
42571,0
4450,0
72540,0
62581,0
22965,0
71897,0
87385,0
139149,1
76634,0
114206,0
88940,0
68413,0
84964,0
53979,0
129008,0
21265,0
55122,0
18978,0
119699,0
18425,0
9262,0
39612,0
64131,0
62331,0
101895,0
147557,0
46171,0
15657,0
13555,0
32189,1
45671,0
140965,0
108645,0
100091,0
64193,0
115576,0
106981,0
46209,0
10766,0
96154,0
86409,0
13895,0
84448,0
41871,0
143922,0
52842,0
135243,0
33298,0
140078,0
42776,0
150789,0
125276,0
107843,0
148514,0
109366,0
49846,0
127745,1
47574,0
131228,0
128944,0
120344,0
35944,1
57326,0
42103,0
18668,0
128264,0
31613,0
79766,0
149612,0
108602,0
143462,1
127922,0
143837,0
37243,0
109354,0
120360,0
78557,1
17112,0
82969,0
113278,0
35365,0
103306,0
71053,0
3838,0
73912,0
63334,0
42248,0
19171,0
123479,0
5162,0
58157,0
106294,0
125780,0
25300,1
9465,0
54963,0
129689,0
48047,0
93694,0
46507,0
3365,0
43268,0
98197,0
129653,0
110928,0
94834,0
45435,0
110829,0
7144,0
143961,0
71069,0
62389,0
60059,0
99130,0
21099,0
74359,1
97604,0
86679,0
135159,0
123922,0
77089,0
65177,0
112184,0
19605,0
26693,0
27353,0
70344,0
18488,0
96644,0
7621,0
25081,0
35345,1
142690,0
536,0
128469,0
22409,0
140190,0
38172,0
97504,0
149496,0
147426,0
17497,0
24314,0
82023,0
43786,0
110709,0
86424,0
90729,0
129070,0
40176,0
107188,0
57287,0
10905,0
33814,0
68549,0
88946,0
19323,0
82513,0
35031,0
41628,0
96583,0
27061,0
73714,0
9126,0
27974,0
7750,0
119346,0
146794,0
112446,0
79821,0
119041,0
54013,0
66535,0
18791,0
148836,0
12189,0
138003,0
3864,0
109340,0
55823,1
147825,0
94863,0
19832,0
145048,0
118579,0
61882,1
50145,0
34433,0
402,0
12289,0
30455,0
16832,0
12057,1
86844,0
117721,0
46813,0
125253,0
13203,0
135489,0
39218,0
117309,0
133462,0
132031,0
5885,0
52272,0
106006,0
88945,0
31767,0
85995,0
121491,0
124600,0
124540,0
108950,0
110251,0
70929,0
64838,0
74934,0
114775,0
135940,0
135833,0
10159,0
91097,0
14678,0
66627,0
114914,0
151072,1
143265,0
7518,0
45803,0
69690,0
109892,0
63238,0
21089,0
75491,0
51691,0
42217,0
61943,0
28286,0
50354,0
16065,0
22037,0
150684,0
109964,0
145838,0
69913,0
84350,0
38348,0
2284,0
25053,0
97329,1
81051,0
78248,0
16582,0
94662,0
20868,0
62638,0
81241,0
106584,0
81960,1
59710,0
79857,0
146166,0
145141,0
11813,0
67878,1
132646,0
7633,0
91907,1
1649,0
147319,0
26768,1
39607,0
52286,0
7236,0
64817,0
24808,0
81544,0
35466,0
136669,0
149528,0
148705,0
89556,0
52353,0
71497,0
77956,0
64002,0
132126,1
61839,0
52784,0
133743,0
48215,0
8856,0
116438,0
74636,0
36448,0
8491,0
92818,0
99134,0
89287,0
13312,0
26728,0
76553,1
72653,1
116668,0
5217,0
59221,0
149764,0
48151,0
64432,0
143524,0
95748,0
123565,0
39643,0
106471,0
34930,0
23309,1
18599,0
23127,0
140202,0
17958,0
28716,0
110778,0
116035,0
17904,0
120953,1
48487,0
119636,1
23395,0
99429,0
115278,0
103934,1
59140,0
117651,0
122982,0
102795,0
19260,0
98321,0
29079,0
119508,0
101137,0
11313,0
103001,0
144204,0
50432,0
20189,0
110444,0
122808,0
98915,1
129818,0
123723,0
30309,0
86171,0
15055,0
21213,0
120674,0
45620,0
128246,0
143167,0
126187,0
128804,0
14305,1
49935,0
67228,0
135819,0
82081,0
82961,0
51847,0
72323,0
142958,0
83110,0
143779,0
126195,0
17352,0
32081,0
7719,0
46589,0
133515,0
37204,0
6896,0
127558,0
51394,0
96403,1
59872,0
108048,0
39112,0
134773,1
14400,0
72118,0
9719,0
140764,0
130118,0
127777,0
25389,0
12871,0
77054,0
146402,0
308,0
144336,0
69115,0
7329,0
129222,0
14528,0
6349,0
36379,0
122084,0
126850,0
126147,0
71926,0
61581,0
25340,0
45272,0
118062,0
95351,0
115386,0
61465,0
102862,0
87146,0
89163,0
110765,0
136915,0
109302,0
69016,0
39655,0
51846,0
70084,0
110887,0
123086,0
62934,0
104528,0
96665,0
76081,0
141992,1
1801,0
17053,0
86406,0
19901,0
93138,0
105081,0
121870,0
85707,0
105880,0
138573,0
134200,0
143107,0
22770,0
96635,0
144523,0
55162,1
101231,0
148413,0
12167,0
53829,0
129345,0
86661,0
2412,0
52343,0
123284,0
55208,0
16336,0
86315,0
3163,0
78519,0
61048,0
124022,0
21302,0
57912,0
137200,0
30968,0
33698,0
99027,0
35628,1
127372,0
79026,1
116407,0
29277,0
147169,0
103951,0
144146,0
51868,0
34172,0
93938,0
105478,0
85474,0
134429,0
131224,0
138686,1
65510,0
104689,0
38315,0
38706,0
114578,1
95509,0
638,0
49077,0
142862,1
139189,0
44225,0
63842,0
129210,0
16528,0
38224,0
71161,0
51469,0
120263,0
102696,0
29509,0
87820,0
126529,1
122427,0
118234,0
33417,0
118914,1
117000,0
24616,0
30153,0
33591,0
138123,0
121095,0
17978,0
108977,0
120773,1
30317,0
88186,0
34919,0
68782,0
17062,0
32534,0
54740,1
50494,0
83106,0
115547,0
66249,0
32142,1
55652,0
139048,0
2286,1
22802,0
146435,1
69411,0
99124,0
26713,0
31007,0
60819,0
14066,1
119975,0
7875,0
107846,0
63414,0
110327,0
25520,0
43595,0
71405,0
40347,0
53901,0
135821,0
37513,0
70996,0
110774,0
135322,0
108998,0
20851,0
1841,0
91415,0
2968,0
144930,0
35838,0
2389,0
127503,0
7192,1
29777,0
29435,0
125521,0
36381,0
101619,1
80798,0
118906,0
120369,1
14996,0
24902,0
114297,0
77516,0
111824,0
46599,0
56956,0
115225,0
148470,1
130514,0
80828,0
2189,0
24176,0
138172,0
93483,0
68568,0
64596,0
149409,1
139307,0
67243,0
134459,0
123099,0
82323,0
129739,0
34469,0
142012,0
19905,0
137955,0
29601,0
42115,0
89696,0
87597,0
139802,0
35636,0
50682,0
79528,0
41790,0
43982,0
25278,0
99165,0
92149,1
25236,1
24451,1
26100,0
61290,0
140535,0
141295,0
139952,0
24737,0
86428,0
61007,0
11545,1
123216,0
82305,0
3317,0
84868,0
55038,0
144801,0
141601,1
115546,0
137241,0
4449,0
35619,0
96939,1
32336,0
77467,0
43392,0
148475,1
57237,0
124691,0
104175,0
133355,0
106919,0
57501,0
64835,0
48597,0
102932,0
31671,0
92707,0
131942,0
69749,0
25263,0
130025,1
53867,0
58452,0
105782,0
100069,0
78327,0
145220,0
138679,0
133293,0
91067,0
100769,0
106926,0
143423,0
55783,0
116908,0
130877,1
134499,0
123033,0
116648,0
110818,0
146566,0
69393,0
93714,0
81134,0
107528,0
23370,0
64285,0
59799,0
8684,0
111872,1
124078,0
68250,1
130826,0
79394,0
145268,1
70203,0
121727,0
3810,0
94712,0
149510,0
81215,0
39907,0
79271,0
30894,0
32273,0
85133,0
124946,1
127361,0
71249,0
95548,0
98971,0
45589,0
17577,0
11045,0
127650,0
5363,0
71678,0
122645,0
108658,0
28533,0
136132,0
30553,0
103494,0
24213,0
2569,0
62925,0
71311,0
6789,1
128117,0
4287,0
68458,0
35862,0
19662,0
79911,0
99720,0
12391,0
26580,0
17256,0
40252,0
93536,0
63408,0
9469,0
98122,0
72286,0
129495,0
48777,0
4332,0
82982,0
61896,0
69564,0
115398,0
97894,0
83581,1
4540,0
78843,0
19530,0
138598,0
11304,0
130254,0
14068,0
129778,0
61367,0
98344,0
81508,0
126790,0
144670,0
92013,0
100642,0
109786,0
148303,0
85972,0
109449,0
12124,0
18013,0
33849,0
2815,0
140759,0
18436,1
13535,0
44552,0
99090,0
44561,0
89411,0
35758,0
39183,0
51456,0
43873,0
88496,0
60669,0
133433,1
145315,0
35646,0
100206,0
31768,0
75640,1
34800,0
96045,0
23384,0
96223,0
80631,0
117613,0
27770,0
105939,1
125556,0
34644,0
55062,0
104878,0
4932,0
121423,0
101036,0
105551,0
53155,0
69506,0
79860,0
57383,0
117707,0
6242,0
134596,1
24492,0
35097,0
78464,1
37154,0
133394,0
98298,0
34633,0
41413,0
74419,0
102406,0
119531,0
32679,0
58486,1
128527,0
108373,0
45204,0
28451,0
56122,0
123317,1
68382,0
23422,0
24349,0
53622,0
40424,0
81447,0
75808,0
113883,0
135455,0
72492,1
53696,0
108563,0
39476,0
87996,0
33235,0
16431,0
102308,0
40826,0
7882,0
95097,0
48739,0
105922,1
35897,0
110172,0
66898,0
129329,0
32869,0
54082,0
40321,0
134503,0
53992,0
116232,0
78917,0
74417,1
43444,0
21968,0
89026,0
125811,0
87464,0
41933,1
110762,0
23140,0
86465,0
144511,0
12669,1
80140,0
59072,0
7567,0
150758,0
122955,0
147810,0
91375,0
29997,0
54441,0
150608,0
94463,0
33284,0
121047,0
11360,0
44481,0
127528,0
3515,0
129668,0
99884,0
69442,1
9867,0
10591,0
49471,0
57925,0
8160,0
118520,0
76670,0
40818,0
136859,0
11765,0
24954,0
71164,0
122608,0
12029,0
68094,0
119850,0
28892,0
12409,0
113773,0
99419,0
8551,1
97319,0
112741,0
135453,1
135943,0
8045,0
32915,0
116334,0
102590,0
148551,0
77623,0
124293,0
110527,0
18711,0
74814,0
23516,0
26613,0
97538,0
44539,0
52228,0
124793,0
88825,0
135992,0
112896,0
88219,0
44200,1
246,1
23496,0
12457,0
26069,0
52309,0
50892,0
6741,0
40550,0
39030,0
109065,0
68013,0
120259,0
21507,0
118690,0
24127,0
6934,0
8995,0
27759,0
77888,0
111774,0
28985,0
72415,0
45662,0
7480,0
18097,1
42520,0
17336,0
131313,1
143170,0
140332,0
79795,0
50732,0
2615,0
140492,0
75685,0
2847,0
7723,0
6704,0
70931,0
64082,0
105682,1
39063,0
63558,0
116998,0
115123,0
134072,0
118731,0
13187,0
66773,1
60607,0
120546,0
129178,0
115646,0
102546,0
142920,0
77057,0
74031,0
11090,0
3256,0
79822,0
28018,0
129760,0
113386,0
52403,0
72505,0
94638,0
98232,0
121304,0
84403,0
666,0
105920,0
121842,0
84277,0
980,0
37878,0
52486,0
24331,0
123860,0
117221,0
33998,0
14338,0
17412,0
49866,0
48671,0
130377,0
142117,0
20994,0
22826,0
13262,0
26524,0
138178,0
11807,0
78268,0
138419,0
141280,0
115998,0
16254,0
72728,0
107678,0
96690,1
37673,0
29728,1
27843,1
118329,0
131471,0
1005,0
72564,0
122892,0
31595,0
149655,0
43904,0
70669,0
81258,0
71871,0
19928,0
102778,0
52489,0
135519,0
3164,0
143323,0
117570,0
32376,0
149081,0
120088,0
122819,0
53493,0
65312,0
16745,0
68973,0
121496,1
87918,0
292,1
74042,0
45135,0
32474,0
29660,0
69721,0
129237,0
4121,0
129472,0
87819,0
35462,0
147666,0
62219,0
120672,0
117560,0
23725,0
10647,1
64918,0
26845,0
24053,0
14000,0
23765,0
78798,0
60435,0
47371,0
119077,0
119809,0
143623,1
22089,0
102162,0
86137,1
136554,0
146062,0
109650,0
82156,0
18906,0
70941,0
93265,1
23407,0
133098,0
79364,0
141578,0
48146,0
148022,0
112924,0
87696,0
36355,0
108850,0
122721,0
127636,0
40135,0
68401,0
58262,0
95412,0
131799,0
89972,0
144339,0
62860,0
14823,0
124755,0
78144,0
142280,0
90857,0
100993,1
71571,1
81587,0
53621,0
121515,1
145275,0
4411,1
78000,0
20669,0
109629,1
86608,1
121363,0
95966,0
144197,0
120186,0
46838,0
52063,0
11182,0
113152,0
24932,0
127368,0
15289,0
100855,0
119500,0
124697,0
81181,0
114877,0
29465,0
70699,0
50698,0
72761,1
86263,0
71435,0
14004,0
34989,0
3737,0
37343,0
58998,0
74621,0
115585,0
124173,0
135054,0
146775,0
124008,0
103979,0
122980,0
114085,0
46111,0
72956,0
135099,0
142435,1
898,0
50966,0
5877,1
117544,0
130561,0
109215,0
18214,0
77437,0
115101,0
103143,1
106709,1
40310,0
93891,0
41569,0
22752,0
100031,0
101880,0
54768,0
124075,0
99797,0
32472,0
20527,0
131596,0
130499,1
148797,0
68558,0
125758,0
33147,0
93042,0
122487,0
78318,0
109015,0
12110,0
28596,0
11720,0
8632,0
81175,0
49527,1
49949,0
96637,0
69779,1
58890,0
39979,0
143613,0
136037,0
60392,0
1507,0
128331,0
116525,0
101910,0
29628,0
53883,0
6219,0
50304,0
26816,0
104020,0
18360,0
85976,0
133757,0
72575,1
119055,0
117747,0
38990,0
23073,0
51557,0
1094,0
92821,0
78882,0
21165,0
121353,0
115073,0
126295,0
69673,0
109625,0
79938,0
71742,0
40810,0
14344,0
121688,0
100074,0
102303,0
13735,0
83378,0
95775,0
19708,0
44081,0
61784,0
26623,0
16568,0
93367,0
125676,0
24005,1
13447,1
125044,0
87180,0
7919,0
37676,0
78772,0
55348,0
139972,0
55988,0
66901,0
54324,0
92065,1
1132,1
26493,0
5708,0
49309,0
111948,0
141355,1
84629,0
127631,0
49541,0
74220,0
94940,0
81280,0
121412,0
102554,0
88388,1
102543,1
102174,0
1415,0
43926,0
107112,0
112430,0
46717,1
104245,0
2969,0
48143,0
2642,0
82110,0
74614,0
109425,0
35556,0
33635,0
74193,0
88134,0
121174,0
110843,0
21137,0
22456,0
143349,0
103648,0
65136,0
89535,0
60076,0
93395,0
61968,0
88451,0
61609,0
32161,0
67304,1
61681,0
137857,0
29454,0
3054,1
78137,0
7219,0
82663,0
33858,0
65259,1
88528,0
81155,0
130848,0
119427,0
58096,0
38795,0
106494,1
132393,0
76075,0
140290,0
100427,0
117106,1
55701,1
107645,0
83170,0
2466,0
73235,0
6899,0
46696,1
32479,0
131149,0
143931,0
15674,0
86925,0
15293,0
106299,0
61690,0
80964,0
53462,0
47093,0
40033,0
87406,0
131142,0
110713,0
10515,1
65364,1
100818,0
27972,0
113110,1
21402,0
107702,0
89866,0
101799,0
84444,0
131775,0
64454,0
1452,0
31259,0
78511,0
109482,0
55189,0
142689,0
39648,0
45140,0
137202,0
8171,0
144009,0
12956,0
78048,0
76919,0
66658,0
112399,0
25621,1
48109,0
56756,0
23925,0
42612,0
67751,0
93391,0
101937,0
39910,0
8383,0
19989,0
55640,0
41631,0
34097,0
52804,0
22193,0
118648,0
142595,0
70751,0
58171,0
30053,0
19559,0
35553,0
87058,0
81118,1
32806,0
140956,0
137295,0
57814,0
65604,0
58555,0
45196,0
70234,0
121937,0
36271,0
89340,0
88055,0
30266,0
105549,0
20162,0
73052,0
71799,0
132999,0
16694,0
10893,0
74459,0
12598,0
118005,0
4705,0
59876,0
67196,0
137197,0
57472,0
108281,0
1817,0
131264,0
31957,0
72895,1
58201,0
76915,0
52574,0
9889,0
143062,0
147177,0
10336,0
67188,0
47229,0
89414,0
101543,0
134861,0
90079,0
121929,0
60750,0
88490,0
133901,0
14457,1
137395,0
30022,0
19697,0
60127,0
123426,0
37560,0
108916,0
148553,0
361,0
118342,0
28606,0
44667,0
61057,0
60440,0
114121,0
37937,0
121816,0
112203,0
25925,0
58450,0
30107,1
29675,0
17661,0
32742,0
60553,0
7845,0
30000,0
37268,0
146650,0
61303,0
54498,0
8955,0
84047,0
151096,0
66694,0
20314,0
88880,0
67725,0
54799,0
95505,0
125726,0
141277,0
39891,0
33912,1
103610,0
37866,0
65459,0
6748,1
88346,0
98381,1
74034,0
115926,0
74827,0
33621,0
116336,0
136639,0
21036,0
56381,0
133855,0
105748,0
21061,0
115562,0
39534,0
43875,0
31393,0
129850,0
81810,0
75581,0
13738,0
53694,0
16776,0
42909,0
135903,0
8854,1
147158,0
106279,0
62954,0
119874,0
23320,0
48223,0
96627,0
84365,0
89664,0
109987,0
25692,0
43066,0
140987,0
110995,0
131894,0
24903,0
78717,0
31803,0
132215,0
21561,0
21861,0
116285,0
13086,0
137035,0
35818,0
151064,0
40719,0
105984,0
106946,0
97776,0
18223,1
132334,0
56121,0
84602,0
54262,0
96233,0
25491,0
124478,0
61121,0
27230,0
122888,0
69659,0
48094,1
147467,0
84614,1
9722,0
92763,0
5782,1
73071,0
91884,0
75011,0
73262,0
9752,0
14831,0
99412,0
92323,0
123885,1
16260,0
67157,0
21524,1
125965,0
1994,0
10608,0
84566,0
149061,0
78043,0
7227,0
30246,0
12810,0
120486,0
39629,0
73979,0
2782,0
111653,0
41768,0
76337,0
74800,0
22922,1
117046,0
31679,0
87047,0
139259,0
120823,1
76079,0
113206,1
131006,0
85516,0
77468,0
10565,0
7145,0
13879,0
71584,0
17506,0
90302,0
65276,0
69178,0
137680,0
107471,0
117759,0
65576,0
21025,0
116168,0
60559,1
97,0
85766,0
96201,0
117520,0
79575,0
100944,1
9036,0
147137,0
74177,0
63556,0
61998,0
147757,0
13937,0
70882,0
12145,0
120008,0
83420,0
34928,0
23710,0
42108,0
76858,0
116463,0
129562,0
138409,0
37232,0
79580,0
112462,0
148622,0
150248,0
63876,0
894,0
11577,0
93401,0
90217,0
56444,0
41635,0
48506,0
65692,0
34585,0
94873,0
97747,0
142875,0
39819,0
32266,0
145244,0
55368,0
109456,0
128076,0
119818,0
102840,0
4285,0
57756,0
82604,1
126656,0
34429,0
105678,1
117467,0
122099,0
101597,0
34500,0
18494,0
89417,0
113954,0
79930,0
114629,0
82249,0
106965,0
140205,0
113863,0
49368,0
30355,0
36434,0
85968,0
53116,0
144982,0
33562,0
93493,0
45553,0
53183,0
27450,0
13379,1
68004,0
123323,0
144929,0
2747,1
58330,0
69750,0
5784,0
77585,0
70524,0
68494,0
43455,0
3859,0
109767,0
38058,0
144497,0
12027,0
145851,0
78279,0
46435,1
146660,0
9572,0
17243,0
47837,0
39844,0
56358,1
64169,0
49447,0
26332,0
98496,0
116567,0
88461,0
27023,0
136472,0
16896,0
53893,0
83619,0
89117,0
51223,0
37645,0
63176,0
109412,0
146430,0
65557,0
104086,1
1779,0
105276,0
130963,0
41034,0
53775,0
5888,0
58471,0
9614,0
35661,0
95020,1
87900,0
32510,0
146079,0
39186,0
22281,0
99748,1
138195,0
21941,0
142580,0
53553,0
80587,0
140070,0
72902,0
3659,0
121469,0
135831,0
8126,0
126857,0
100833,0
82566,0
54782,0
46981,0
99782,0
65953,0
29036,0
122291,0
142230,0
128763,0
123060,1
92486,0
98311,0
139629,1
134274,0
142857,0
137406,0
81991,0
131486,0
135375,0
62988,0
130960,0
85724,0
77475,0
38434,0
139093,0
74561,0
51116,0
111393,0
77402,0
149694,0
123672,0
119039,0
17326,0
91837,1
45103,0
47675,0
59842,0
41216,0
89246,0
44198,0
12629,0
112992,1
21595,0
31140,0
63993,0
118594,0
60788,0
115733,0
109363,1
120015,0
121206,0
36826,0
104462,0
85110,0
81927,0
132774,0
59866,0
65737,0
42999,0
131230,0
113852,0
4938,0
56323,0
48308,0
63301,0
78224,0
125807,0
127204,0
88695,0
15639,1
112289,0
73216,0
38450,0
88817,0
106225,0
121107,1
64905,0
21428,0
23670,0
111636,0
121466,0
84591,0
81501,0
121603,0
26675,0
38394,0
40367,0
133062,0
63553,0
55583,0
71046,0
116827,0
47838,0
116061,0
52528,0
77449,0
20866,0
150235,0
95725,0
140998,1
147762,0
20043,1
35934,0
16704,0
3430,0
7931,0
97239,0
119628,1
12512,0
38493,0
99342,0
11388,0
94053,0
57275,0
32148,0
29466,0
115117,0
133733,0
5763,0
110163,0
9174,0
146806,1
33125,0
36261,0
76403,0
92489,1
51036,0
79728,0
60598,0
104076,0
55098,0
114910,0
91947,0
100741,0
18407,0
73988,0
12544,0
132054,0
3533,0
80284,0
137733,0
106574,0
66161,0
29585,0
55686,0
89362,0
4276,0
99939,0
140745,0
54999,0
70041,0
50031,0
74145,0
13779,0
4749,0
131945,0
27515,0
18589,0
89466,0
79092,0
95708,0
84245,0
73759,0
65862,0
122104,0
73351,0
110652,0
86003,0
44283,0
92344,0
103857,0
80381,0
116466,0
146663,0
42856,0
39010,0
142106,0
98998,0
105131,0
123711,0
47380,0
15310,0
55378,0
148211,0
105875,0
69396,1
38848,0
747,0
98266,0
96265,0
74369,0
90488,0
2253,0
94046,0
41037,0
150236,0
43113,0
39981,0
124044,0
54876,0
22576,1
141669,0
39949,0
128841,0
62271,0
43229,0
85975,0
105738,0
96477,0
44771,0
117779,1
12999,0
38722,0
60973,0
101029,0
71882,0
116421,0
1417,0
53574,0
64364,0
5726,0
113084,0
50235,0
131581,0
94322,0
12137,0
64247,0
99301,0
98211,0
126198,0
46865,0
11857,0
62437,0
106519,0
121711,0
128585,0
52273,0
49718,0
64145,0
38414,0
41348,0
39097,0
122867,0
76766,0
27561,0
145382,0
28264,1
29439,0
32928,0
51498,0
141708,0
98478,1
144395,0
140445,0
51586,0
54632,0
71332,0
131748,0
63331,1
37755,0
92647,0
68453,1
4434,0
46270,0
4425,0
4934,0
94196,0
149293,0
81081,0
49977,0
59160,0
149505,0
63067,0
20060,0
78345,1
94448,0
23896,0
142209,0
106865,0
105724,0
85005,0
84842,0
68282,0
144961,1
15893,0
24225,0
127760,0
514,0
63756,0
138367,0
108433,0
98583,0
45101,0
98001,0
76576,0
91610,0
20503,0
67070,0
116678,0
59021,0
68687,1
120184,0
106158,0
126303,0
80523,0
9100,0
54757,0
135140,0
7520,0
13024,1
131499,0
46208,0
49245,0
55678,0
50473,0
38675,0
128592,0
125545,0
101603,0
95877,0
70797,0
75969,0
136411,0
114360,0
41923,0
58464,0
150004,0
56391,0
76498,0
106972,0
59498,0
3397,0
100448,0
138590,0
81084,0
132581,0
63764,0
112957,0
49822,0
18844,0
74649,0
106663,0
34229,0
97039,0
141725,0
118136,0
97710,0
78333,0
13882,0
42890,0
140501,0
43356,0
57445,0
125996,0
73490,0
139132,0
119621,0
7657,0
136588,1
67313,0
35586,0
84476,0
39592,0
103893,1
66836,0
20045,0
15826,0
125657,0
74266,0
35305,0
120897,0
57642,0
123761,0
45318,0
147837,0
133384,0
105727,0
18256,1
136589,0
115428,0
22812,0
49363,0
125247,0
63833,1
102910,0
48247,0
149192,0
107324,1
36689,1
97040,0
121716,0
97477,0
27367,0
3173,0
72908,0
6744,1
57252,0
138082,0
130146,0
145479,0
60817,0
15206,1
72436,0
88874,0
92540,0
54520,0
49528,0
68701,0
8935,0
37734,0
132899,0
36903,1
134992,0
113312,0
4627,0
148731,0
130750,0
113796,0
36034,0
37635,0
81390,0
101665,0
140519,1
31177,1
84986,1
13246,0
91142,0
86276,0
129433,0
137174,0
144611,0
130571,0
47995,0
89955,0
134956,0
34703,0
69961,0
147580,0
86856,0
92301,0
150924,0
133027,0
54847,0
42690,0
144126,0
146347,0
27691,0
19968,0
26373,0
71625,0
84874,0
106283,1
23672,0
141344,1
134655,0
90711,0
75748,0
42459,0
24561,0
28923,0
112900,1
56344,1
118497,0
60108,0
149971,0
108295,1
11932,0
73287,0
65789,0
65230,0
112341,0
64083,0
104399,0
43132,0
48460,0
141049,0
119422,0
115266,0
124846,0
48716,0
49605,0
31153,0
145967,0
63768,0
79261,0
103409,0
15960,0
112039,0
35967,0
94441,1
31675,0
137379,0
87002,0
67669,0
8651,0
116069,0
145763,0
84634,0
147216,0
83208,0
28962,0
68630,0
90116,0
100817,0
102792,0
139966,0
140191,0
77380,0
35995,0
67158,0
29195,0
61271,1
93180,1
109148,0
126276,0
110680,0
45924,0
1689,1
148320,0
43353,0
150700,0
113285,0
142219,0
30066,0
